"vehicle","colour","passing.distance","street","time","helmet","kerb","city"
"HGV","green",0.836,"main road","After 15:15","No",1.25,"Salisbury"
"LGV or minibus","white",1.832,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.855,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.967,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","other",1.251,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.528,"main road","After 15:15","No",1.25,"Salisbury"
"LGV or minibus","white",1.052,"main road","After 15:15","No",1.25,"Salisbury"
"SUV or pickup","blue",1.878,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.616,"main road","After 15:15","No",1.25,"Salisbury"
"LGV or minibus","white",1.446,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.648,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.521,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.337,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.093,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.366,"main road","After 15:15","No",1.25,"Salisbury"
"HGV","white",1.442,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.415,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.012,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","green",1.42,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.597,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.455,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.554,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.373,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",0.805,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","white",1.016,"main road","After 15:15","No",1.25,"Salisbury"
"SUV or pickup","blue",0.944,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.162,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.259,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",2.428,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.368,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","other",1.659,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",2.167,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","black",1.265,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.082,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.423,"main road","After 15:15","No",1.25,"Salisbury"
"LGV or minibus","white",1.276,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.552,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",2.566,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.883,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","black",1.421,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","black",1.417,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","green",1.437,"main road","After 15:15","No",1.25,"Salisbury"
"taxi","white",1.176,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.372,"main road","After 15:15","No",1.25,"Salisbury"
"SUV or pickup","blue",1.104,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","white",1.327,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","other",1.259,"main road","After 15:15","No",1.25,"Salisbury"
"taxi","silver or grey",0.739,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",0.914,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","black",1.105,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.328,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.163,"main road","After 15:15","No",1.25,"Salisbury"
"LGV or minibus","white",1.098,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.033,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.713,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.459,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","blue",1.675,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","green",1.239,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.491,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.565,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.45,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","other",1.47,"main road","After 15:15","No",1.25,"Salisbury"
"ordinary car","red",1.281,"main road","After 15:15","No",1.25,"Salisbury"
"HGV","green",1.044,"main road","After 15:15","No",1.25,"Salisbury"
"LGV or minibus","red",1.315,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",2.88,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.683,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.675,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.706,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.294,"main road","Middle","No",1,"Salisbury"
"ordinary car","green",1.801,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.769,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","red",1.358,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.07,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.439,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.595,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.78,"main road","Middle","No",1,"Salisbury"
"bus","red",1.237,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.969,"main road","Middle","No",1,"Salisbury"
"HGV","green",1.201,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.651,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.654,"main road","Middle","No",1,"Salisbury"
"ordinary car","green",1.489,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.06,"main road","Middle","No",1,"Salisbury"
"ordinary car","black",1.312,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.454,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.063,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.353,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.912,"main road","Middle","No",1,"Salisbury"
"ordinary car","black",1.515,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.432,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.453,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.221,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",3.248,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",2.099,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.56,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.326,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",0.982,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.019,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.35,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.108,"main road","Middle","No",1,"Salisbury"
"ordinary car","black",1.519,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.404,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.765,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.223,"main road","Middle","No",1,"Salisbury"
"ordinary car","black",1.584,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.624,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.214,"main road","Middle","No",1,"Salisbury"
"SUV or pickup","red",1.435,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.592,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.758,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",0.949,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.226,"main road","Middle","No",1,"Salisbury"
"bus","red",1.257,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.466,"main road","Middle","No",1,"Salisbury"
"PTW","blue",1.946,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.704,"main road","Middle","No",1,"Salisbury"
"ordinary car","green",1.475,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.405,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.441,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.199,"main road","Middle","No",1,"Salisbury"
"ordinary car","black",1.301,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.767,"main road","Middle","No",1,"Salisbury"
"ordinary car","other",1.945,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",2.402,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.163,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.705,"main road","Middle","No",1,"Salisbury"
"SUV or pickup","green",1.632,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.64,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.247,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.517,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","black",1.351,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.207,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.479,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.269,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.539,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","black",1.534,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","black",1.213,"main road","Middle","No",0.5,"Salisbury"
"SUV or pickup","green",1.19,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.397,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.141,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.988,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.067,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.415,"main road","Middle","No",0.5,"Salisbury"
"SUV or pickup","black",1.375,"main road","Middle","No",0.5,"Salisbury"
"bus","red",1.727,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",2.045,"main road","Middle","No",0.5,"Salisbury"
"LGV or minibus","white",1.904,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.918,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.905,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","white",1.392,"main road","Middle","No",0.5,"Salisbury"
"LGV or minibus","white",1.46,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","black",1.741,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","white",2.133,"main road","Middle","No",0.5,"Salisbury"
"HGV","white",2.521,"main road","Middle","No",0.5,"Salisbury"
"LGV or minibus","red",1.844,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.84,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.957,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.692,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.836,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.876,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",2.387,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.351,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.764,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.612,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","green",2.358,"main road","Middle","No",0.5,"Salisbury"
"LGV or minibus","white",1.909,"main road","Middle","No",0.5,"Salisbury"
"SUV or pickup","silver or grey",2.249,"urban street","Middle","No",0.5,"Salisbury"
"LGV or minibus","white",1.71,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","red",2.164,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.348,"urban street","Middle","No",0.5,"Salisbury"
"taxi","black",1.489,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.922,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.619,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.342,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","white",1.37,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","black",1.395,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.601,"urban street","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",2.094,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","black",1.647,"urban street","Middle","Yes",0.5,"Salisbury"
"PTW","black",1.804,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.105,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.192,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.278,"one-way (one lane)","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",0.773,"one-way (one lane)","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.333,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",2.44,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.631,"urban street","Middle","Yes",0.5,"Salisbury"
"bus","green",1.076,"main road","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","silver or grey",1.245,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.701,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.514,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.359,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.709,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.598,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","black",1.776,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",2.089,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.632,"main road","Middle","Yes",0.5,"Salisbury"
"LGV or minibus","white",2.134,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",2.014,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.788,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.679,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.071,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","other",1.569,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",2.063,"main road","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","red",1.35,"main road","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","black",1.598,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.217,"main road","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","blue",0.979,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.636,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.067,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.307,"main road","Middle","Yes",0.5,"Salisbury"
"LGV or minibus","white",1.291,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.336,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.55,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.741,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.378,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.475,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",2.586,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",2.058,"main road","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","blue",1.434,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","white",1.664,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","white",1.231,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","black",1.219,"main road","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","green",1.242,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.547,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.482,"main road","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","black",1.501,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.518,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","other",1.539,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","green",1.456,"main road","Middle","Yes",0.5,"Salisbury"
"LGV or minibus","white",1.316,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.101,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","black",1.744,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",2.179,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.846,"urban street","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","green",1.39,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.551,"urban street","Middle","Yes",0.5,"Salisbury"
"LGV or minibus","white",1.249,"urban street","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","silver or grey",1.625,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","green",1.45,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.36,"urban street","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.713,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","green",1.589,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",1.748,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","red",1.351,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.547,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.303,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.357,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.274,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",1.224,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.275,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",2.038,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.103,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",1.29,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.953,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","white",2.421,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.416,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.171,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",0.975,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.96,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.433,"main road","Before 9:00","Yes",1.25,"Salisbury"
"HGV","unknown",1.316,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",1.103,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",1.302,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",0.963,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.287,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.197,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.431,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.644,"main road","Before 9:00","Yes",1.25,"Salisbury"
"SUV or pickup","red",1.111,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",2.016,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.507,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.756,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.478,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.286,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","red",1.369,"main road","Before 9:00","Yes",1.25,"Salisbury"
"SUV or pickup","silver or grey",1.467,"main road","Before 9:00","Yes",1.25,"Salisbury"
"SUV or pickup","blue",1.478,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.762,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","white",1.001,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","black",1.252,"main road","Before 9:00","Yes",1.25,"Salisbury"
"HGV","blue",1.163,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","blue",1.138,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.592,"main road","Before 9:00","Yes",1.25,"Salisbury"
"HGV","white",0.958,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","green",1.615,"main road","Before 9:00","Yes",1.25,"Salisbury"
"PTW","blue",1.589,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","black",1.171,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","other",1.234,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","black",1.495,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.3,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","black",1.624,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","other",1.501,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.574,"main road","Before 9:00","Yes",1.25,"Salisbury"
"bus","red",1.192,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","black",1.096,"main road","Before 9:00","Yes",1.25,"Salisbury"
"SUV or pickup","green",1.548,"main road","Before 9:00","Yes",1.25,"Salisbury"
"HGV","white",1.389,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.308,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","black",1.431,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",2.188,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","green",1.453,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.354,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.875,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","blue",1.576,"main road","Before 9:00","Yes",1.25,"Salisbury"
"taxi","green",1.6,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",3.124,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.019,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",1.261,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","red",0.984,"main road","Before 9:00","Yes",1.25,"Salisbury"
"SUV or pickup","black",0.974,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","white",1.167,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","silver or grey",1.274,"main road","Before 9:00","Yes",1.25,"Salisbury"
"LGV or minibus","red",1.271,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","silver or grey",1.784,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","green",1.21,"main road","Before 9:00","Yes",1.25,"Salisbury"
"ordinary car","red",1.864,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","green",1.069,"main road","Before 9:00","No",1.25,"Salisbury"
"LGV or minibus","blue",1.453,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","blue",1.231,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.374,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","green",1.185,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","blue",1.777,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","blue",1.489,"main road","Before 9:00","No",1.25,"Salisbury"
"HGV","white",0.846,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.249,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","green",0.949,"main road","Before 9:00","No",1.25,"Salisbury"
"LGV or minibus","blue",1.817,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","green",1.384,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","blue",1.063,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","red",1.677,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","black",1.644,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","black",1.199,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","blue",1.709,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.764,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","black",1.487,"main road","Before 9:00","No",1.25,"Salisbury"
"LGV or minibus","white",0.864,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.096,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","black",1.136,"main road","Before 9:00","No",1.25,"Salisbury"
"LGV or minibus","blue",1.535,"main road","Before 9:00","No",1.25,"Salisbury"
"HGV","unknown",1.335,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","red",1.284,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","green",1.519,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","blue",2.016,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","blue",1.308,"main road","Before 9:00","No",1.25,"Salisbury"
"SUV or pickup","silver or grey",1.997,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.969,"main road","Before 9:00","No",1.25,"Salisbury"
"ordinary car","silver or grey",1.936,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.606,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","silver or grey",1.373,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.648,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.354,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","green",1.454,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.294,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.647,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","green",1.075,"main road","Middle","No",0.75,"Salisbury"
"HGV","white",1.374,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","green",2.156,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","blue",1.206,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.233,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.536,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",2.102,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.489,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.374,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","white",1.177,"main road","Middle","No",0.75,"Salisbury"
"taxi","red",0.942,"main road","Middle","No",0.75,"Salisbury"
